origem,destino,tempo,linha,tipo_via,distancia_m,peso
estacao_247,estacao_150,34,L14,avenida,29818,34
estacao_323,estacao_291,51,L14,coletora,49725,51
estacao_477,estacao_491,83,L33,avenida,81174,83
estacao_237,estacao_456,80,L32,avenida,54560,80
estacao_3,estacao_315,59,L22,coletora,40179,59
estacao_54,estacao_2,45,L47,avenida,31725,45
estacao_181,estacao_4,13,L28,coletora,7813,13
estacao_43,estacao_270,66,L10,coletora,37158,66
estacao_467,estacao_249,1,L10,local,628,1
estacao_115,estacao_240,51,L24,coletora,34986,51
estacao_219,estacao_456,24,L35,coletora,13320,24
estacao_224,estacao_336,57,L11,avenida,38817,57
estacao_382,estacao_222,1,L23,local,601,1
estacao_56,estacao_97,37,L3,avenida,25974,37
estacao_215,estacao_380,43,L3,avenida,36163,43
estacao_101,estacao_485,62,L43,coletora,34720,62
estacao_215,estacao_250,71,L32,local,61415,71
estacao_65,estacao_166,97,L49,coletora,73332,97
estacao_371,estacao_472,95,L25,avenida,52820,95
estacao_490,estacao_55,3,L9,avenida,2028,3
estacao_256,estacao_6,99,L44,avenida,52074,99
estacao_347,estacao_424,44,L28,local,38588,44
estacao_4,estacao_222,62,L19,coletora,46376,62
estacao_42,estacao_389,55,L16,local,31790,55
estacao_373,estacao_261,24,L16,coletora,21408,24
estacao_58,estacao_442,34,L45,avenida,28594,34
estacao_420,estacao_219,26,L31,local,23400,26
estacao_414,estacao_52,90,L47,local,73080,90
estacao_92,estacao_96,76,L41,local,43776,76
estacao_117,estacao_61,17,L26,avenida,10880,17
estacao_98,estacao_475,19,L28,avenida,15485,19
estacao_102,estacao_46,7,L25,coletora,5376,7
estacao_156,estacao_358,82,L15,avenida,55104,82
estacao_218,estacao_245,8,L33,coletora,6632,8
estacao_26,estacao_155,15,L18,coletora,9645,15
estacao_482,estacao_179,92,L27,avenida,60996,92
estacao_458,estacao_24,24,L3,avenida,12624,24
estacao_338,estacao_381,42,L14,coletora,31122,42
estacao_143,estacao_465,78,L7,coletora,46332,78
estacao_129,estacao_485,63,L24,coletora,41265,63
estacao_57,estacao_49,86,L1,local,67252,86
estacao_394,estacao_441,17,L22,coletora,14943,17
estacao_414,estacao_185,96,L50,local,73920,96
estacao_309,estacao_190,31,L42,coletora,18817,31
estacao_299,estacao_196,12,L7,avenida,9864,12
estacao_380,estacao_308,16,L3,local,15920,16
estacao_467,estacao_452,84,L13,avenida,72240,84
estacao_228,estacao_473,13,L5,local,10608,13
estacao_175,estacao_154,93,L31,avenida,71889,93
estacao_369,estacao_78,6,L9,avenida,4284,6
estacao_281,estacao_364,33,L49,local,32967,33
estacao_177,estacao_458,47,L29,local,40749,47
estacao_60,estacao_466,56,L5,coletora,39984,56
estacao_268,estacao_476,65,L2,avenida,52390,65
estacao_140,estacao_356,17,L19,avenida,16813,17
estacao_289,estacao_31,89,L13,local,81613,89
estacao_203,estacao_253,88,L35,local,87736,88
estacao_38,estacao_84,57,L49,local,39672,57
estacao_287,estacao_399,50,L26,local,31950,50
estacao_105,estacao_94,1,L11,local,611,1
estacao_303,estacao_356,2,L33,coletora,1514,2
estacao_362,estacao_368,68,L17,coletora,63648,68
estacao_112,estacao_151,91,L18,local,50960,91
estacao_87,estacao_114,6,L35,avenida,3894,6
estacao_20,estacao_327,19,L18,avenida,12122,19
estacao_447,estacao_404,7,L42,avenida,6447,7
estacao_107,estacao_273,15,L1,local,10155,15
estacao_323,estacao_309,48,L21,avenida,47232,48
estacao_361,estacao_452,71,L17,local,40328,71
estacao_209,estacao_459,79,L19,coletora,41791,79
estacao_320,estacao_417,2,L23,avenida,1748,2
estacao_494,estacao_143,23,L17,avenida,17825,23
estacao_336,estacao_444,100,L50,local,55400,100
estacao_369,estacao_381,89,L25,local,56159,89
estacao_445,estacao_320,82,L39,local,49610,82
estacao_418,estacao_226,29,L21,coletora,17516,29
estacao_297,estacao_322,97,L26,avenida,70616,97
estacao_118,estacao_373,93,L28,coletora,53475,93
estacao_461,estacao_245,12,L32,avenida,8820,12
estacao_94,estacao_417,23,L13,local,17273,23
estacao_482,estacao_373,24,L42,coletora,12240,24
estacao_158,estacao_83,23,L26,local,18653,23
estacao_96,estacao_35,19,L5,coletora,11875,19
estacao_232,estacao_465,83,L26,avenida,72210,83
estacao_269,estacao_70,94,L49,avenida,75952,94
estacao_51,estacao_193,50,L2,avenida,46150,50
estacao_6,estacao_390,83,L3,avenida,52041,83
estacao_394,estacao_42,35,L10,local,28245,35
estacao_6,estacao_405,2,L7,local,1752,2
estacao_418,estacao_173,91,L6,avenida,51961,91
estacao_245,estacao_388,73,L29,avenida,47961,73
estacao_169,estacao_245,20,L16,avenida,15560,20
estacao_354,estacao_136,81,L35,avenida,41310,81
estacao_422,estacao_22,14,L35,coletora,7728,14
estacao_261,estacao_453,54,L10,avenida,52218,54
estacao_114,estacao_12,30,L28,coletora,17250,30
estacao_180,estacao_335,37,L15,local,25752,37
estacao_351,estacao_452,92,L8,coletora,53912,92
estacao_56,estacao_114,14,L19,coletora,7546,14
estacao_315,estacao_170,16,L24,avenida,15328,16
estacao_22,estacao_309,20,L12,coletora,15420,20
estacao_171,estacao_307,24,L44,coletora,13824,24
estacao_457,estacao_341,88,L20,local,80784,88
estacao_146,estacao_178,14,L18,coletora,11732,14
estacao_188,estacao_477,34,L46,avenida,30702,34
estacao_1,estacao_441,20,L50,local,11500,20
estacao_163,estacao_75,50,L29,local,45350,50
estacao_402,estacao_499,62,L5,avenida,49290,62
estacao_218,estacao_491,94,L18,avenida,51324,94
estacao_165,estacao_65,24,L50,coletora,16320,24
estacao_163,estacao_253,55,L31,local,54890,55
estacao_211,estacao_308,82,L22,avenida,74620,82
estacao_483,estacao_334,32,L25,coletora,24992,32
estacao_254,estacao_275,69,L32,local,53406,69
estacao_420,estacao_117,50,L6,local,43300,50
estacao_215,estacao_269,74,L50,local,67710,74
estacao_383,estacao_112,90,L6,avenida,61650,90
estacao_1,estacao_104,3,L24,local,2226,3
estacao_490,estacao_68,15,L4,coletora,10260,15
estacao_443,estacao_398,18,L19,coletora,10314,18
estacao_427,estacao_436,71,L27,avenida,43097,71
estacao_423,estacao_114,8,L48,avenida,4480,8
estacao_492,estacao_356,91,L10,coletora,79625,91
estacao_13,estacao_356,55,L24,avenida,47245,55
estacao_54,estacao_339,75,L5,coletora,69600,75
estacao_304,estacao_445,21,L2,avenida,14427,21
estacao_72,estacao_40,32,L5,avenida,25312,32
estacao_425,estacao_416,54,L10,avenida,39960,54
estacao_380,estacao_71,96,L34,local,94560,96
estacao_153,estacao_240,53,L47,coletora,38531,53
estacao_400,estacao_330,89,L1,coletora,49484,89
estacao_79,estacao_30,83,L3,local,73372,83
estacao_88,estacao_257,21,L1,coletora,19446,21
estacao_216,estacao_348,59,L36,local,54516,59
estacao_132,estacao_470,74,L33,coletora,63862,74
estacao_116,estacao_216,21,L18,avenida,16107,21
estacao_193,estacao_486,17,L48,avenida,11985,17
estacao_316,estacao_28,29,L26,avenida,26709,29
estacao_381,estacao_499,72,L39,avenida,66096,72
estacao_354,estacao_239,62,L21,local,51336,62
estacao_207,estacao_423,49,L11,avenida,44639,49
estacao_190,estacao_331,55,L13,coletora,30525,55
estacao_53,estacao_39,47,L39,coletora,24158,47
estacao_122,estacao_144,21,L35,avenida,11193,21
estacao_108,estacao_305,2,L49,coletora,1192,2
estacao_282,estacao_103,82,L3,avenida,52234,82
estacao_43,estacao_291,73,L3,local,65992,73
estacao_247,estacao_23,7,L21,avenida,6881,7
estacao_158,estacao_4,46,L49,coletora,45540,46
estacao_203,estacao_256,25,L21,coletora,21775,25
estacao_182,estacao_498,17,L45,local,9333,17
estacao_169,estacao_208,95,L33,avenida,71915,95
estacao_413,estacao_396,20,L2,local,18140,20
estacao_195,estacao_244,76,L3,coletora,44232,76
estacao_77,estacao_349,60,L6,local,32820,60
estacao_487,estacao_367,30,L14,local,25020,30
estacao_72,estacao_393,92,L11,local,70288,92
estacao_373,estacao_311,84,L34,coletora,61236,84
estacao_402,estacao_67,44,L19,coletora,36036,44
estacao_438,estacao_481,56,L3,local,50176,56
estacao_349,estacao_198,31,L14,local,25110,31
estacao_38,estacao_490,20,L37,local,15080,20
estacao_49,estacao_412,2,L10,coletora,1560,2
estacao_444,estacao_496,12,L32,avenida,8784,12
estacao_160,estacao_86,38,L11,avenida,24434,38
estacao_295,estacao_186,46,L6,avenida,27186,46
estacao_363,estacao_395,59,L17,coletora,59000,59
estacao_131,estacao_390,57,L42,avenida,55917,57
estacao_63,estacao_497,73,L32,avenida,50078,73
estacao_439,estacao_146,52,L27,local,50388,52
estacao_348,estacao_66,57,L24,local,53124,57
estacao_319,estacao_487,41,L24,avenida,34809,41
estacao_211,estacao_259,58,L17,local,30218,58
estacao_317,estacao_329,8,L48,avenida,6864,8
estacao_420,estacao_287,2,L10,avenida,1296,2
estacao_192,estacao_81,73,L26,avenida,44822,73
estacao_198,estacao_447,60,L43,avenida,40680,60
estacao_238,estacao_239,83,L35,coletora,46065,83
estacao_43,estacao_92,94,L7,coletora,83942,94
estacao_221,estacao_102,52,L22,avenida,34424,52
estacao_175,estacao_309,63,L14,local,55377,63
estacao_243,estacao_58,36,L30,avenida,28044,36
estacao_79,estacao_485,61,L10,local,37149,61
estacao_163,estacao_290,5,L39,coletora,2655,5
estacao_479,estacao_413,47,L28,coletora,28623,47
estacao_27,estacao_108,3,L49,local,2148,3
estacao_138,estacao_129,82,L12,avenida,46904,82
estacao_35,estacao_140,52,L6,coletora,49244,52
estacao_364,estacao_231,54,L34,avenida,45468,54
estacao_457,estacao_132,24,L4,avenida,22992,24
estacao_461,estacao_219,44,L49,coletora,25696,44
estacao_101,estacao_178,54,L31,coletora,41796,54
estacao_352,estacao_401,21,L45,coletora,14301,21
estacao_467,estacao_354,74,L25,avenida,58238,74
estacao_400,estacao_457,77,L13,avenida,66990,77
estacao_341,estacao_296,79,L10,coletora,66360,79
estacao_421,estacao_480,94,L48,local,82250,94
estacao_162,estacao_7,20,L30,avenida,15100,20
estacao_442,estacao_162,15,L44,coletora,9510,15
estacao_266,estacao_369,1,L29,avenida,824,1
estacao_230,estacao_327,75,L7,avenida,45825,75
estacao_381,estacao_96,54,L45,local,48384,54
estacao_85,estacao_307,49,L14,coletora,29743,49
estacao_487,estacao_97,87,L37,avenida,59943,87
estacao_416,estacao_186,3,L20,coletora,2271,3
estacao_419,estacao_444,16,L45,coletora,13312,16
estacao_233,estacao_211,53,L23,coletora,48972,53
estacao_277,estacao_218,67,L49,coletora,37386,67
estacao_474,estacao_90,59,L28,coletora,34810,59
estacao_283,estacao_304,21,L35,coletora,14595,21
estacao_145,estacao_432,85,L45,local,61455,85
estacao_324,estacao_145,90,L40,avenida,48960,90
estacao_412,estacao_428,14,L6,local,7112,14
estacao_315,estacao_477,53,L7,coletora,46799,53
estacao_384,estacao_319,70,L7,local,50890,70
estacao_257,estacao_297,5,L43,coletora,4680,5
estacao_215,estacao_108,29,L50,coletora,22678,29
estacao_195,estacao_58,26,L31,avenida,17654,26
estacao_495,estacao_406,60,L27,local,51600,60
estacao_401,estacao_379,51,L1,coletora,45900,51
estacao_114,estacao_259,37,L18,local,23495,37
estacao_157,estacao_429,54,L44,avenida,27108,54
estacao_460,estacao_465,54,L3,avenida,27702,54
estacao_78,estacao_404,48,L34,local,38736,48
estacao_162,estacao_171,22,L37,coletora,13706,22
estacao_284,estacao_498,51,L13,local,42279,51
estacao_201,estacao_424,7,L37,coletora,3955,7
estacao_480,estacao_325,50,L47,avenida,35300,50
estacao_462,estacao_162,67,L11,coletora,41406,67
estacao_50,estacao_363,17,L33,avenida,13991,17
estacao_295,estacao_401,51,L49,local,49419,51
estacao_133,estacao_428,71,L11,coletora,42884,71
estacao_13,estacao_223,2,L41,local,1156,2
estacao_14,estacao_316,91,L35,avenida,72072,91
estacao_195,estacao_12,96,L47,avenida,70272,96
estacao_324,estacao_323,100,L23,avenida,62200,100
estacao_334,estacao_459,29,L20,avenida,22446,29
estacao_430,estacao_125,93,L50,coletora,83142,93
estacao_133,estacao_337,7,L18,avenida,6846,7
estacao_73,estacao_321,3,L41,local,2829,3
estacao_52,estacao_56,59,L39,avenida,32686,59
estacao_72,estacao_144,34,L12,avenida,18326,34
estacao_253,estacao_432,47,L14,coletora,25897,47
estacao_251,estacao_407,3,L27,avenida,2247,3
estacao_491,estacao_320,10,L14,local,7140,10
estacao_192,estacao_455,41,L41,coletora,37433,41
estacao_82,estacao_92,39,L1,avenida,32643,39
estacao_290,estacao_323,78,L3,avenida,77922,78
estacao_175,estacao_177,62,L40,local,48298,62
estacao_2,estacao_81,67,L48,coletora,65258,67
estacao_62,estacao_98,78,L2,local,39858,78
estacao_265,estacao_262,98,L10,avenida,92414,98
estacao_186,estacao_58,28,L2,coletora,15960,28
estacao_112,estacao_42,94,L45,avenida,59878,94
estacao_140,estacao_246,26,L6,coletora,22412,26
estacao_282,estacao_333,38,L30,local,34732,38
estacao_253,estacao_223,66,L26,avenida,41448,66
estacao_88,estacao_101,88,L46,coletora,87296,88
estacao_201,estacao_52,75,L50,local,49425,75
estacao_84,estacao_406,27,L47,coletora,19467,27
estacao_452,estacao_228,55,L39,local,35145,55
estacao_417,estacao_163,80,L7,local,55680,80
estacao_219,estacao_102,73,L23,coletora,70007,73
estacao_323,estacao_419,9,L29,avenida,8595,9
estacao_17,estacao_490,66,L17,local,46794,66
estacao_150,estacao_309,83,L34,coletora,58349,83
estacao_15,estacao_58,24,L21,coletora,21696,24
estacao_95,estacao_183,32,L5,avenida,26752,32
estacao_74,estacao_399,41,L8,avenida,27183,41
estacao_352,estacao_5,92,L22,avenida,67896,92
estacao_290,estacao_407,42,L15,local,22386,42
estacao_308,estacao_108,68,L14,avenida,53516,68
estacao_142,estacao_366,78,L43,avenida,61854,78
estacao_457,estacao_330,54,L44,coletora,35748,54
estacao_416,estacao_163,26,L13,avenida,23660,26
estacao_252,estacao_255,6,L18,coletora,3366,6
estacao_63,estacao_231,22,L39,coletora,17644,22
estacao_196,estacao_121,74,L2,coletora,37666,74
estacao_329,estacao_401,74,L1,coletora,47730,74
estacao_67,estacao_430,52,L3,local,50440,52
estacao_270,estacao_20,44,L42,avenida,23540,44
estacao_240,estacao_48,54,L47,coletora,34560,54
estacao_162,estacao_385,45,L26,avenida,35280,45
estacao_396,estacao_160,64,L40,avenida,44864,64
estacao_152,estacao_356,59,L32,local,58705,59
estacao_466,estacao_62,48,L40,avenida,24672,48
estacao_114,estacao_24,2,L9,avenida,1330,2
estacao_441,estacao_352,93,L28,avenida,54591,93
estacao_45,estacao_97,93,L24,local,46686,93
estacao_478,estacao_352,7,L17,avenida,3892,7
estacao_24,estacao_484,39,L5,coletora,26052,39
estacao_352,estacao_313,49,L18,local,28763,49
estacao_473,estacao_70,75,L30,avenida,42300,75
estacao_163,estacao_441,19,L49,local,18126,19
estacao_435,estacao_494,53,L41,coletora,44626,53
estacao_62,estacao_267,68,L16,local,50592,68
estacao_338,estacao_250,36,L21,local,26892,36
estacao_115,estacao_47,34,L50,coletora,29376,34
estacao_42,estacao_180,72,L16,local,59832,72
estacao_376,estacao_438,27,L45,avenida,14526,27
estacao_497,estacao_253,8,L14,avenida,6744,8
estacao_110,estacao_239,50,L13,coletora,27650,50
estacao_174,estacao_106,76,L49,local,57988,76
estacao_439,estacao_160,98,L20,local,71736,98
estacao_335,estacao_78,65,L7,avenida,39780,65
estacao_469,estacao_186,50,L29,local,38100,50
estacao_103,estacao_399,52,L13,avenida,33384,52
estacao_216,estacao_84,88,L20,local,73128,88
estacao_52,estacao_75,60,L7,local,33360,60
estacao_123,estacao_8,59,L12,coletora,30326,59
estacao_243,estacao_338,68,L29,coletora,43180,68
estacao_60,estacao_474,71,L6,coletora,51120,71
estacao_108,estacao_77,51,L33,coletora,38760,51
estacao_170,estacao_27,57,L18,coletora,31350,57
estacao_25,estacao_332,49,L47,coletora,29351,49
estacao_150,estacao_96,52,L12,local,33332,52
estacao_271,estacao_311,64,L34,coletora,35520,64
estacao_348,estacao_25,83,L16,avenida,50796,83
estacao_58,estacao_27,5,L37,coletora,3110,5
estacao_33,estacao_272,13,L18,avenida,12363,13
estacao_317,estacao_358,92,L26,coletora,64492,92
estacao_51,estacao_112,94,L45,coletora,70782,94
estacao_105,estacao_87,27,L23,local,17469,27
estacao_361,estacao_305,37,L47,avenida,20276,37
estacao_94,estacao_257,90,L40,coletora,79020,90
estacao_156,estacao_436,89,L16,avenida,58829,89
estacao_348,estacao_35,22,L12,coletora,21120,22
estacao_233,estacao_72,2,L43,coletora,1438,2
estacao_171,estacao_10,23,L17,avenida,13501,23
estacao_347,estacao_389,2,L39,coletora,1992,2
estacao_242,estacao_298,1,L32,avenida,741,1
estacao_56,estacao_23,3,L37,local,1944,3
estacao_427,estacao_116,68,L33,avenida,60248,68
estacao_75,estacao_396,13,L7,coletora,11843,13
estacao_376,estacao_171,58,L32,local,39382,58
estacao_279,estacao_131,85,L32,coletora,58310,85
estacao_234,estacao_6,46,L20,local,30820,46
estacao_456,estacao_265,100,L43,local,74700,100
estacao_57,estacao_138,88,L34,local,72776,88
estacao_10,estacao_75,53,L15,local,30316,53
estacao_182,estacao_254,4,L16,local,3516,4
estacao_356,estacao_498,56,L24,avenida,49336,56
estacao_45,estacao_99,49,L41,avenida,48706,49
estacao_140,estacao_449,81,L44,local,77760,81
estacao_467,estacao_230,68,L12,coletora,65688,68
estacao_347,estacao_178,43,L26,local,30659,43
estacao_483,estacao_141,40,L13,avenida,31840,40
estacao_266,estacao_359,44,L40,avenida,31724,44
estacao_407,estacao_232,73,L23,coletora,40588,73
estacao_255,estacao_474,88,L10,coletora,74624,88
estacao_76,estacao_267,38,L40,local,31920,38
estacao_83,estacao_155,63,L19,avenida,57267,63
estacao_150,estacao_7,59,L3,avenida,37996,59
estacao_422,estacao_303,16,L4,coletora,10496,16
estacao_2,estacao_220,46,L43,avenida,24150,46
estacao_128,estacao_70,45,L19,local,37800,45
estacao_490,estacao_393,72,L10,avenida,62280,72
estacao_138,estacao_73,94,L13,coletora,75106,94
estacao_470,estacao_41,38,L15,avenida,28196,38
estacao_477,estacao_181,32,L44,local,22304,32
estacao_216,estacao_204,13,L17,coletora,10465,13
estacao_159,estacao_88,73,L28,local,69204,73
estacao_165,estacao_411,75,L9,local,66975,75
estacao_102,estacao_128,18,L27,local,10836,18
estacao_154,estacao_156,11,L20,local,10714,11
estacao_321,estacao_236,70,L12,coletora,63000,70
estacao_448,estacao_426,56,L7,avenida,43064,56
estacao_226,estacao_355,41,L33,local,35424,41
estacao_183,estacao_239,46,L28,coletora,32890,46
estacao_492,estacao_210,60,L2,local,30780,60
estacao_490,estacao_392,54,L6,avenida,43956,54
estacao_464,estacao_154,32,L38,local,22112,32
estacao_65,estacao_317,70,L37,coletora,36890,70
estacao_386,estacao_432,51,L9,coletora,42993,51
estacao_3,estacao_236,98,L34,coletora,91042,98
estacao_27,estacao_43,8,L18,local,4432,8
estacao_170,estacao_304,13,L19,local,9698,13
estacao_353,estacao_169,8,L8,local,6392,8
estacao_345,estacao_261,95,L46,avenida,81605,95
estacao_104,estacao_264,19,L36,local,18905,19
estacao_253,estacao_69,29,L44,local,27144,29
estacao_79,estacao_154,81,L20,local,79299,81
estacao_3,estacao_412,63,L40,local,37926,63
estacao_58,estacao_34,1,L10,local,950,1
estacao_61,estacao_266,13,L16,avenida,7189,13
estacao_242,estacao_12,65,L29,coletora,34320,65
estacao_474,estacao_62,39,L26,coletora,23166,39
estacao_419,estacao_120,70,L17,local,59360,70
estacao_224,estacao_439,85,L40,avenida,61285,85
estacao_74,estacao_325,3,L12,avenida,2757,3
estacao_381,estacao_336,31,L11,local,27249,31
estacao_358,estacao_279,26,L31,coletora,16848,26
estacao_148,estacao_341,13,L38,coletora,8944,13
estacao_341,estacao_140,51,L25,local,46359,51
estacao_54,estacao_237,54,L28,avenida,27756,54
estacao_145,estacao_234,16,L37,coletora,8080,16
estacao_297,estacao_155,5,L42,local,4785,5
estacao_336,estacao_317,57,L3,coletora,56544,57
estacao_71,estacao_239,93,L30,coletora,46872,93
estacao_81,estacao_183,65,L33,avenida,44070,65
estacao_462,estacao_361,68,L25,local,36176,68
estacao_89,estacao_335,20,L23,local,17360,20
estacao_288,estacao_173,59,L46,avenida,37878,59
estacao_401,estacao_390,85,L20,coletora,45390,85
estacao_469,estacao_429,83,L31,coletora,82336,83
estacao_241,estacao_310,85,L12,local,73270,85
estacao_474,estacao_259,100,L43,local,63200,100
estacao_66,estacao_357,42,L38,local,28476,42
estacao_299,estacao_316,52,L5,avenida,26780,52
estacao_436,estacao_375,21,L15,avenida,17640,21
estacao_54,estacao_255,87,L31,coletora,77343,87
estacao_118,estacao_395,94,L16,avenida,90240,94
estacao_450,estacao_89,94,L25,coletora,91368,94
estacao_32,estacao_31,79,L17,avenida,41001,79
estacao_433,estacao_383,10,L29,coletora,8100,10
estacao_323,estacao_430,4,L12,coletora,2220,4
estacao_357,estacao_230,49,L9,local,38857,49
estacao_284,estacao_102,26,L17,coletora,18824,26
estacao_347,estacao_146,29,L13,local,16878,29
estacao_222,estacao_416,68,L13,avenida,54264,68
estacao_12,estacao_322,86,L7,avenida,44462,86
estacao_414,estacao_71,1,L24,coletora,790,1
estacao_279,estacao_442,10,L22,avenida,8490,10
estacao_373,estacao_490,94,L42,local,70876,94
estacao_97,estacao_426,27,L37,coletora,20412,27
estacao_180,estacao_182,80,L36,avenida,72800,80
estacao_34,estacao_224,55,L41,coletora,52085,55
estacao_36,estacao_291,11,L9,local,7172,11
estacao_51,estacao_60,64,L15,avenida,51648,64
estacao_276,estacao_169,3,L15,coletora,2916,3
estacao_424,estacao_128,50,L46,coletora,26700,50
estacao_80,estacao_495,37,L5,local,29378,37
estacao_123,estacao_436,67,L40,local,44153,67
estacao_204,estacao_316,8,L35,local,7648,8
estacao_56,estacao_298,61,L17,local,31415,61
estacao_16,estacao_173,54,L17,avenida,36234,54
estacao_454,estacao_391,8,L9,avenida,6240,8
estacao_418,estacao_375,43,L49,local,41581,43
estacao_449,estacao_31,31,L32,avenida,28272,31
estacao_485,estacao_288,79,L45,avenida,53483,79
estacao_36,estacao_486,54,L39,local,43902,54
estacao_475,estacao_41,71,L31,avenida,45298,71
estacao_370,estacao_21,14,L3,coletora,10626,14
estacao_115,estacao_332,45,L28,coletora,29475,45
estacao_400,estacao_435,30,L2,avenida,15390,30
estacao_396,estacao_400,26,L35,local,24440,26
estacao_194,estacao_349,88,L48,avenida,68816,88
estacao_246,estacao_26,50,L50,coletora,42800,50
estacao_64,estacao_220,90,L28,local,51300,90
estacao_59,estacao_224,16,L40,coletora,10880,16
estacao_99,estacao_175,56,L4,avenida,34608,56
estacao_47,estacao_301,2,L15,coletora,1764,2
estacao_385,estacao_454,69,L37,avenida,62790,69
estacao_7,estacao_447,93,L16,avenida,50127,93
estacao_29,estacao_64,57,L12,coletora,29754,57
estacao_160,estacao_179,78,L42,avenida,50622,78
estacao_66,estacao_310,51,L31,local,28662,51
estacao_336,estacao_39,10,L17,local,6050,10
estacao_253,estacao_361,95,L23,avenida,69065,95
estacao_365,estacao_154,47,L50,local,30503,47
estacao_444,estacao_334,32,L34,coletora,21216,32
estacao_357,estacao_277,65,L7,avenida,44005,65
estacao_461,estacao_210,91,L40,coletora,58513,91
estacao_40,estacao_104,18,L34,avenida,11808,18
estacao_379,estacao_283,27,L8,coletora,23517,27
estacao_417,estacao_403,19,L3,avenida,16283,19
estacao_225,estacao_332,98,L30,avenida,49980,98
estacao_255,estacao_428,5,L18,coletora,4005,5
estacao_196,estacao_153,11,L4,coletora,10307,11
estacao_312,estacao_196,64,L2,coletora,44544,64
estacao_227,estacao_22,29,L14,coletora,17226,29
estacao_337,estacao_220,69,L4,local,45264,69
estacao_16,estacao_277,98,L23,avenida,94570,98
estacao_311,estacao_386,44,L17,local,26840,44
estacao_387,estacao_14,44,L47,local,31768,44
estacao_443,estacao_218,94,L48,avenida,85822,94
estacao_55,estacao_283,50,L47,local,32350,50
estacao_439,estacao_480,69,L30,coletora,54717,69
estacao_368,estacao_290,99,L34,coletora,57717,99
estacao_491,estacao_195,60,L48,avenida,34020,60
estacao_464,estacao_7,36,L44,coletora,19548,36
estacao_127,estacao_394,70,L19,coletora,55440,70
estacao_202,estacao_19,79,L18,coletora,50323,79
estacao_337,estacao_128,84,L50,local,42504,84
estacao_63,estacao_157,73,L43,coletora,67744,73
estacao_135,estacao_433,23,L29,coletora,11684,23
estacao_225,estacao_4,60,L3,coletora,44700,60
estacao_326,estacao_432,72,L14,coletora,38088,72
estacao_296,estacao_480,11,L18,local,8602,11
estacao_160,estacao_488,9,L29,avenida,5688,9
estacao_392,estacao_402,36,L17,coletora,20340,36
estacao_116,estacao_322,23,L10,local,19205,23
estacao_25,estacao_119,15,L42,avenida,8910,15
estacao_350,estacao_259,57,L38,coletora,29697,57
estacao_283,estacao_367,30,L4,local,18960,30
estacao_499,estacao_131,3,L44,coletora,2328,3
estacao_367,estacao_22,77,L16,coletora,42735,77
estacao_39,estacao_259,57,L8,local,30723,57
estacao_121,estacao_104,42,L37,coletora,38808,42
estacao_421,estacao_348,54,L5,local,38772,54
estacao_448,estacao_144,19,L2,coletora,15390,19
estacao_403,estacao_184,43,L27,local,29713,43
estacao_240,estacao_482,38,L40,avenida,22116,38
estacao_148,estacao_476,20,L38,avenida,11080,20
estacao_311,estacao_108,41,L33,local,36859,41
estacao_379,estacao_260,75,L46,coletora,73575,75
estacao_110,estacao_193,75,L3,local,65325,75
estacao_76,estacao_195,98,L42,avenida,96922,98
estacao_39,estacao_490,29,L37,local,23026,29
estacao_322,estacao_280,94,L27,local,82250,94
estacao_62,estacao_433,68,L4,local,50388,68
estacao_337,estacao_268,67,L29,coletora,42679,67
estacao_99,estacao_428,74,L19,avenida,49432,74
estacao_124,estacao_409,99,L24,avenida,72567,99
estacao_161,estacao_383,15,L45,avenida,10905,15
estacao_375,estacao_490,53,L24,avenida,36040,53
estacao_286,estacao_258,10,L24,local,7470,10
estacao_309,estacao_117,58,L27,avenida,45878,58
estacao_64,estacao_473,69,L16,coletora,58305,69
estacao_299,estacao_340,18,L39,coletora,16326,18
estacao_146,estacao_174,41,L8,avenida,29069,41
estacao_215,estacao_258,19,L37,coletora,15637,19
estacao_451,estacao_395,26,L12,coletora,13182,26
estacao_85,estacao_61,54,L17,local,46656,54
estacao_476,estacao_240,96,L7,avenida,90720,96
estacao_17,estacao_426,56,L2,local,32760,56
estacao_37,estacao_67,66,L34,coletora,63492,66
estacao_216,estacao_181,17,L26,local,13345,17
estacao_123,estacao_364,38,L8,coletora,36442,38
estacao_422,estacao_459,44,L38,local,35860,44
estacao_55,estacao_369,6,L5,local,5826,6
estacao_181,estacao_486,58,L27,local,42340,58
estacao_379,estacao_427,56,L19,coletora,48048,56
estacao_68,estacao_375,24,L47,local,23256,24
estacao_419,estacao_479,66,L6,avenida,63228,66
estacao_3,estacao_303,76,L24,local,63232,76
estacao_232,estacao_194,42,L29,avenida,31920,42
estacao_369,estacao_301,36,L50,avenida,22248,36
estacao_152,estacao_252,44,L4,local,33660,44
estacao_459,estacao_268,75,L33,coletora,48450,75
estacao_165,estacao_196,41,L49,avenida,40508,41
estacao_73,estacao_21,95,L47,avenida,68400,95
estacao_265,estacao_142,74,L40,coletora,40700,74
estacao_177,estacao_145,22,L8,coletora,14080,22
estacao_249,estacao_224,29,L11,coletora,28420,29
estacao_469,estacao_132,78,L49,avenida,75894,78
estacao_118,estacao_341,36,L10,avenida,21780,36
estacao_282,estacao_429,66,L49,avenida,33924,66
estacao_306,estacao_462,6,L35,local,5454,6
estacao_99,estacao_3,63,L2,coletora,38052,63
